AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
59.0,775.0,550.0,156.0,3427.0,1876.0,744.0,1982.0,0.0,1130.0,9444.0,3034.0,1895.0,2531.0,1412.0,1876.0,0.0,5587.0,3431.0,1145.0,0.0,20.0,2731.0,1599.0,972.0,8022.0,1315.0
64.0,785.0,677.0,173.0,6733.0,0.0,714.0,1780.0,8716.0,1330.0,12716.0,1025.0,2293.0,2042.0,1345.0,6487.0,1784.0,5118.0,6092.0,1020.0,1770.0,72.0,9782.0,6277.0,836.0,4192.0,1044.0
192.0,870.0,795.0,81.0,4947.0,6406.0,631.0,1153.0,2764.0,1461.0,11043.0,2252.0,2194.0,1710.0,3911.0,2645.0,1576.0,4700.0,4072.0,1227.0,755.0,1378.0,5341.0,3840.0,1349.0,23033.0,918.0
374.0,653.0,716.0,184.0,4146.0,1979.0,822.0,1638.0,3072.0,1072.0,10758.0,1766.0,2229.0,1538.0,2451.0,3715.0,1103.0,5745.0,4372.0,2140.0,1041.0,453.0,5635.0,4043.0,922.0,22875.0,870.0
65.0,969.0,604.0,95.0,5565.0,4057.0,1254.0,889.0,672.0,806.0,10653.0,1138.0,1001.0,448.0,2111.0,2877.0,610.0,4578.0,2326.0,1294.0,609.0,222.0,5370.0,2786.0,1130.0,21221.0,423.0
70.0,734.0,314.0,112.0,2005.0,4131.0,1150.0,683.0,258.0,221.0,4542.0,915.0,407.0,128.0,2034.0,1156.0,254.0,2331.0,592.0,1504.0,324.0,76.0,719.0,1296.0,1309.0,9272.0,447.0
163.0,900.0,383.0,563.0,1805.0,2837.0,810.0,1309.0,3525.0,309.0,1862.0,1387.0,1578.0,1568.0,2575.0,1117.0,608.0,2689.0,3520.0,2249.0,955.0,226.0,690.0,1969.0,902.0,5309.0,884.0
67.0,712.0,726.0,402.0,5347.0,4340.0,570.0,1439.0,3667.0,1356.0,9719.0,1789.0,2363.0,1529.0,2358.0,3622.0,961.0,3979.0,4341.0,379.0,940.0,486.0,7116.0,4386.0,662.0,23227.0,658.0
46.0,1083.0,503.0,184.0,5885.0,3679.0,889.0,1609.0,2931.0,1461.0,10452.0,1869.0,2096.0,1900.0,2328.0,2647.0,1055.0,6619.0,4701.0,460.0,989.0,346.0,5381.0,3278.0,806.0,22582.0,749.0
37.0,649.0,620.0,136.0,5253.0,2235.0,800.0,1355.0,2778.0,1242.0,8924.0,1715.0,2437.0,1479.0,2457.0,3114.0,756.0,7666.0,5022.0,2626.0,581.0,390.0,4614.0,2991.0,635.0,15054.0,926.0
200.0,852.0,684.0,127.0,4998.0,3186.0,771.0,1522.0,3087.0,1346.0,10449.0,1240.0,1391.0,1285.0,0.0,3118.0,1010.0,10807.0,2113.0,475.0,962.0,350.0,9850.0,3401.0,1263.0,27706.0,696.0
125.0,941.0,499.0,164.0,4737.0,2841.0,1014.0,779.0,459.0,862.0,8675.0,1248.0,875.0,175.0,5194.0,2512.0,503.0,11497.0,6367.0,165.0,277.0,206.0,5487.0,3229.0,816.0,20483.0,359.0
37.0,1208.0,225.0,91.0,4567.0,2013.0,905.0,661.0,288.0,119.0,5161.0,606.0,384.0,67.0,2178.0,964.0,373.0,10462.0,344.0,1056.0,340.0,52.0,680.0,1475.0,472.0,9582.0,277.0
69.0,730.0,393.0,164.0,2160.0,989.0,795.0,1168.0,3997.0,587.0,1587.0,1206.0,1479.0,1889.0,2114.0,805.0,691.0,13666.0,883.0,571.0,931.0,22.0,846.0,941.0,1018.0,4854.0,855.0
19.0,855.0,720.0,205.0,5046.0,3025.0,690.0,1166.0,3316.0,1196.0,7379.0,1711.0,1800.0,1896.0,2186.0,2339.0,1052.0,13666.0,4178.0,36374.0,674.0,57.0,5864.0,4368.0,659.0,23097.0,710.0
106.0,457.0,511.0,172.0,4224.0,1424.0,602.0,1607.0,1805.0,1491.0,10341.0,1190.0,1581.0,1368.0,2377.0,2358.0,638.0,9669.0,4422.0,1622.0,181.0,1039.0,4587.0,2914.0,580.0,19508.0,622.0
85.0,858.0,645.0,225.0,3535.0,651.0,665.0,1340.0,2941.0,1142.0,8435.0,2130.0,1727.0,1262.0,2391.0,1391.0,933.0,9999.0,3530.0,3772.0,810.0,288.0,5235.0,3363.0,629.0,17951.0,691.0
145.0,400.0,661.0,103.0,2088.0,3424.0,856.0,994.0,3265.0,1453.0,8043.0,1582.0,1588.0,861.0,2693.0,716.0,672.0,8231.0,3954.0,852.0,594.0,328.0,5620.0,3259.0,1071.0,20994.0,595.0
110.0,859.0,471.0,143.0,3016.0,2610.0,786.0,894.0,242.0,1064.0,8523.0,932.0,691.0,177.0,2002.0,1410.0,530.0,5692.0,1681.0,1288.0,266.0,284.0,4380.0,2858.0,608.0,18932.0,235.0
80.0,779.0,248.0,89.0,1719.0,1753.0,920.0,534.0,459.0,238.0,4004.0,531.0,339.0,82.0,2098.0,847.0,190.0,4696.0,483.0,588.0,206.0,124.0,715.0,1619.0,475.0,7965.0,199.0
33.0,983.0,414.0,148.0,1281.0,775.0,666.0,695.0,2698.0,437.0,2071.0,1100.0,1258.0,1530.0,1115.0,599.0,492.0,5000.0,2498.0,489.0,543.0,14.0,425.0,1635.0,317.0,4285.0,558.0
30.0,709.0,552.0,135.0,2903.0,4296.0,618.0,1282.0,989.0,1066.0,6337.0,730.0,1428.0,1797.0,1783.0,2181.0,281.0,5000.0,3566.0,2871.0,44.0,275.0,4066.0,3088.0,350.0,19208.0,370.0
30.0,516.0,342.0,197.0,1683.0,1268.0,825.0,1101.0,2575.0,839.0,8686.0,676.0,1389.0,1744.0,1733.0,975.0,608.0,5789.0,775.0,3187.0,202.0,510.0,1229.0,1591.0,398.0,7762.0,514.0
180.0,513.0,665.0,149.0,3438.0,1017.0,690.0,990.0,2788.0,948.0,7106.0,916.0,1386.0,1150.0,462.0,1997.0,885.0,7985.0,2296.0,796.0,566.0,284.0,3712.0,2914.0,701.0,15943.0,653.0
61.0,745.0,575.0,178.0,3618.0,2173.0,620.0,836.0,2094.0,1212.0,7579.0,663.0,1381.0,806.0,1536.0,2399.0,855.0,3415.0,2671.0,572.0,312.0,350.0,5472.0,2978.0,585.0,19467.0,419.0
74.0,645.0,495.0,120.0,3211.0,2020.0,721.0,634.0,245.0,571.0,5386.0,662.0,597.0,30.0,1571.0,2605.0,271.0,4279.0,2533.0,410.0,1011.0,222.0,5412.0,2645.0,480.0,16650.0,233.0
26.0,1121.0,221.0,155.0,1906.0,731.0,1013.0,663.0,426.0,210.0,3289.0,317.0,211.0,27.0,1248.0,1405.0,245.0,2223.0,415.0,485.0,51.0,69.0,624.0,1088.0,647.0,6451.0,195.0
86.0,281.0,302.0,137.0,1210.0,572.0,609.0,1091.0,2576.0,445.0,1796.0,678.0,1238.0,1014.0,441.0,660.0,439.0,2374.0,774.0,1633.0,2477.0,190.0,427.0,1313.0,348.0,4231.0,593.0
14.0,771.0,719.0,139.0,3235.0,1408.0,594.0,1036.0,2488.0,1220.0,7294.0,852.0,1678.0,1153.0,475.0,2147.0,778.0,3561.0,3380.0,726.0,-47.0,347.0,4748.0,3091.0,317.0,19132.0,427.0
123.0,642.0,543.0,191.0,2852.0,1886.0,697.0,1223.0,2177.0,991.0,7367.0,830.0,1721.0,1225.0,1519.0,1759.0,447.0,3397.0,2351.0,664.0,-850.0,378.0,3786.0,2338.0,517.0,14889.0,504.0
176.0,538.0,701.0,230.0,3088.0,882.0,577.0,1004.0,2857.0,972.0,6428.0,836.0,1227.0,976.0,1154.0,1525.0,889.0,3996.0,2229.0,911.0,335.0,231.0,3808.0,2988.0,489.0,14453.0,647.0
104.0,628.0,718.0,146.0,4479.0,3781.0,667.0,1208.0,2422.0,996.0,5631.0,1043.0,1441.0,736.0,1151.0,2190.0,577.0,3852.0,2922.0,763.0,377.0,396.0,3873.0,2612.0,633.0,14712.0,394.0
54.0,526.0,492.0,164.0,3810.0,567.0,599.0,726.0,840.0,674.0,6801.0,614.0,911.0,146.0,1300.0,1961.0,392.0,4363.0,3318.0,556.0,201.0,174.0,4121.0,2669.0,275.0,7684.0,183.0
13.0,337.0,267.0,131.0,2281.0,0.0,478.0,404.0,168.0,97.0,3019.0,329.0,326.0,20.0,710.0,923.0,142.0,1199.0,751.0,110.0,35.0,135.0,534.0,965.0,299.0,5218.0,256.0
14.0,202.0,250.0,150.0,1297.0,396.0,720.0,909.0,1875.0,312.0,1097.0,407.0,1335.0,387.0,373.0,383.0,187.0,2320.0,770.0,276.0,217.0,64.0,492.0,1033.0,275.0,3122.0,370.0
11.0,263.0,578.0,104.0,2513.0,981.0,419.0,742.0,4460.0,1018.0,6208.0,1157.0,1762.0,1075.0,58.0,2290.0,729.0,3057.0,1945.0,524.0,547.0,346.0,4217.0,2477.0,120.0,10546.0,419.0
52.0,659.0,552.0,130.0,2230.0,1331.0,663.0,902.0,1868.0,1078.0,7770.0,751.0,1677.0,1149.0,1304.0,2145.0,736.0,3526.0,1679.0,386.0,581.0,0.0,5010.0,2773.0,370.0,16237.0,538.0
51.0,170.0,616.0,115.0,1660.0,2994.0,453.0,1094.0,2462.0,912.0,7883.0,810.0,1500.0,791.0,1310.0,1184.0,598.0,3535.0,6386.0,731.0,220.0,732.0,2728.0,2389.0,509.0,12196.0,369.0
49.0,306.0,584.0,113.0,2555.0,0.0,753.0,1077.0,2001.0,841.0,5866.0,777.0,1645.0,640.0,943.0,1250.0,448.0,2523.0,2647.0,293.0,624.0,389.0,2087.0,2152.0,395.0,11475.0,482.0
20.0,536.0,515.0,176.0,2915.0,1082.0,517.0,921.0,307.0,698.0,6152.0,564.0,869.0,84.0,975.0,1333.0,224.0,3416.0,3653.0,0.0,123.0,259.0,4292.0,1925.0,147.0,17095.0,232.0
16.0,399.0,230.0,183.0,2131.0,442.0,498.0,401.0,247.0,127.0,2707.0,339.0,317.0,45.0,849.0,638.0,120.0,1217.0,987.0,422.0,70.0,57.0,408.0,711.0,216.0,2783.0,187.0
49.0,166.0,273.0,140.0,1190.0,185.0,474.0,872.0,866.0,317.0,1068.0,261.0,1334.0,957.0,240.0,339.0,106.0,2239.0,590.0,322.0,100.0,50.0,216.0,764.0,177.0,3144.0,317.0
14.0,246.0,509.0,114.0,654.0,359.0,480.0,990.0,4304.0,352.0,5148.0,886.0,1872.0,476.0,358.0,354.0,580.0,2645.0,1174.0,602.0,451.0,354.0,772.0,1688.0,527.0,4798.0,442.0
14.0,476.0,651.0,121.0,3088.0,1457.0,577.0,969.0,3277.0,427.0,5751.0,832.0,1629.0,593.0,563.0,1814.0,537.0,3020.0,3428.0,815.0,286.0,366.0,3071.0,2648.0,382.0,18435.0,609.0
87.0,234.0,601.0,129.0,2377.0,1476.0,517.0,885.0,3553.0,451.0,6136.0,656.0,1265.0,561.0,1279.0,1256.0,373.0,2439.0,3525.0,319.0,160.0,302.0,4221.0,1963.0,299.0,13093.0,524.0
11.0,248.0,412.0,131.0,1941.0,943.0,868.0,789.0,1618.0,434.0,7161.0,547.0,1574.0,524.0,898.0,1120.0,451.0,2313.0,3403.0,1973.0,270.0,164.0,64036.0,2380.0,457.0,12086.0,368.0
81.0,531.0,295.0,112.0,1641.0,565.0,759.0,557.0,2151.0,424.0,4911.0,495.0,707.0,104.0,607.0,700.0,74.0,2316.0,1718.0,163.0,190.0,264.0,7299.0,1704.0,169.0,5896.0,215.0
16.0,479.0,260.0,70.0,1125.0,630.0,712.0,447.0,407.0,33.0,2989.0,271.0,309.0,15.0,611.0,945.0,149.0,1119.0,839.0,18.0,130.0,52.0,1400.0,765.0,202.0,3994.0,269.0
35.0,63.0,231.0,87.0,774.0,357.0,636.0,676.0,2186.0,400.0,1199.0,581.0,1539.0,656.0,213.0,409.0,260.0,5174.0,332.0,222.0,313.0,150.0,767.0,1026.0,282.0,2471.0,403.0
12.0,328.0,445.0,78.0,1337.0,1016.0,582.0,689.0,3520.0,575.0,5192.0,1060.0,1241.0,649.0,187.0,831.0,562.0,2181.0,3806.0,893.0,696.0,293.0,2549.0,2350.0,119.0,11877.0,523.0
54.0,360.0,489.0,81.0,1417.0,986.0,636.0,700.0,4737.0,1012.0,6071.0,499.0,1600.0,751.0,797.0,995.0,429.0,3405.0,3778.0,264.0,197.0,311.0,3162.0,2051.0,180.0,11636.0,451.0
20.0,180.0,568.0,114.0,2025.0,651.0,676.0,515.0,3223.0,949.0,5668.0,583.0,1432.0,647.0,1019.0,1038.0,473.0,2457.0,1441.0,177.0,263.0,256.0,3111.0,1887.0,234.0,11313.0,401.0
55.0,337.0,529.0,80.0,1301.0,732.0,738.0,698.0,2658.0,635.0,5794.0,659.0,1535.0,388.0,992.0,956.0,354.0,2292.0,5076.0,287.0,256.0,177.0,1593.0,1590.0,161.0,10103.0,402.0
13.0,313.0,337.0,62.0,1396.0,829.0,762.0,373.0,427.0,339.0,6309.0,500.0,671.0,45.0,463.0,942.0,159.0,2357.0,2823.0,111.0,76.0,116.0,4441.0,1425.0,238.0,9390.0,171.0
6.0,109.0,176.0,66.0,627.0,256.0,699.0,271.0,413.0,37.0,6762.0,280.0,261.0,19.0,495.0,643.0,98.0,2246.0,481.0,25.0,154.0,38.0,972.0,655.0,333.0,3873.0,358.0
39.0,62.0,231.0,58.0,638.0,82.0,705.0,421.0,3430.0,204.0,2261.0,631.0,1045.0,468.0,132.0,524.0,257.0,2111.0,1157.0,194.0,144.0,93.0,699.0,890.0,137.0,1939.0,323.0
2.0,215.0,390.0,42.0,553.0,752.0,324.0,556.0,3182.0,642.0,168.0,531.0,2044.0,758.0,37.0,772.0,336.0,3079.0,3450.0,222.0,365.0,158.0,1847.0,1508.0,249.0,9942.0,372.0
44.0,411.0,587.0,106.0,1906.0,0.0,633.0,716.0,3313.0,714.0,5292.0,506.0,1104.0,656.0,872.0,738.0,334.0,3252.0,4289.0,224.0,284.0,180.0,1601.0,1710.0,116.0,10490.0,459.0
59.0,468.0,343.0,52.0,1595.0,1187.0,665.0,906.0,2977.0,626.0,4921.0,569.0,1264.0,607.0,570.0,644.0,470.0,2188.0,3319.0,249.0,221.0,160.0,3161.0,1483.0,236.0,10099.0,445.0
88.0,184.0,455.0,76.0,1267.0,926.0,992.0,447.0,3689.0,603.0,5270.0,417.0,1164.0,547.0,423.0,690.0,244.0,6732.0,1959.0,241.0,280.0,155.0,3027.0,1817.0,140.0,10557.0,272.0
10.0,250.0,400.0,48.0,1675.0,636.0,583.0,337.0,559.0,314.0,4488.0,400.0,660.0,74.0,406.0,723.0,131.0,2522.0,12417.0,103.0,244.0,107.0,1726.0,1521.0,76.0,8973.0,159.0
0.0,103.0,156.0,43.0,484.0,286.0,321.0,234.0,382.0,19.0,2189.0,703.0,173.0,50.0,321.0,323.0,56.0,1254.0,1680.0,0.0,22.0,31.0,608.0,544.0,69.0,3726.0,117.0
33.0,21.0,294.0,16.0,386.0,182.0,594.0,462.0,3764.0,202.0,1003.0,443.0,1112.0,390.0,121.0,100.0,162.0,987.0,1202.0,172.0,273.0,87.0,422.0,747.0,158.0,1798.0,411.0
1.0,137.0,430.0,99.0,1456.0,549.0,447.0,750.0,4139.0,603.0,4133.0,371.0,1400.0,480.0,194.0,571.0,402.0,1532.0,1979.0,312.0,258.0,185.0,1883.0,2038.0,442.0,10455.0,216.0
45.0,208.0,350.0,44.0,1040.0,592.0,662.0,789.0,2848.0,589.0,4654.0,337.0,1432.0,399.0,579.0,825.0,313.0,2117.0,4037.0,165.0,282.0,166.0,1815.0,1801.0,286.0,8701.0,367.0
8.0,160.0,378.0,66.0,1362.0,442.0,661.0,627.0,2803.0,701.0,4525.0,513.0,1232.0,474.0,422.0,712.0,243.0,2287.0,4713.0,221.0,8.0,185.0,1563.0,1811.0,149.0,9244.0,348.0
9.0,81.0,354.0,27.0,1118.0,251.0,600.0,926.0,2267.0,437.0,3517.0,569.0,1340.0,433.0,449.0,658.0,281.0,2560.0,4363.0,342.0,183.0,31.0,1356.0,1525.0,131.0,8898.0,289.0
2.0,266.0,178.0,51.0,1082.0,670.0,1043.0,472.0,740.0,194.0,3728.0,313.0,487.0,16.0,442.0,1294.0,160.0,2765.0,3861.0,39.0,160.0,211.0,1585.0,1339.0,37.0,8024.0,143.0
2.0,319.0,119.0,22.0,551.0,230.0,498.0,538.0,829.0,78.0,2128.0,237.0,273.0,49.0,374.0,290.0,65.0,1612.0,99.0,71.0,28.0,32.0,583.0,644.0,44.0,3906.0,146.0
3.0,214.0,177.0,28.0,320.0,133.0,768.0,485.0,4156.0,262.0,1113.0,436.0,1006.0,462.0,104.0,200.0,275.0,1602.0,2418.0,110.0,14.0,124.0,410.0,906.0,9.0,2048.0,407.0
110.0,117.0,269.0,18.0,923.0,607.0,479.0,719.0,4607.0,684.0,3315.0,470.0,1821.0,559.0,251.0,584.0,243.0,4756.0,4925.0,630.0,462.0,160.0,1341.0,2030.0,17.0,8607.0,302.0
5.0,173.0,273.0,68.0,953.0,435.0,582.0,937.0,3850.0,645.0,4250.0,375.0,834.0,545.0,630.0,898.0,223.0,7055.0,4977.0,135.0,212.0,149.0,1792.0,1495.0,63.0,8317.0,300.0
31.0,143.0,245.0,51.0,978.0,594.0,503.0,1089.0,3295.0,484.0,4237.0,525.0,1200.0,554.0,560.0,533.0,270.0,3533.0,4770.0,205.0,193.0,265.0,1696.0,1679.0,55.0,8001.0,324.0
33.0,142.0,178.0,38.0,715.0,548.0,762.0,1015.0,2496.0,475.0,3829.0,490.0,1065.0,545.0,431.0,550.0,258.0,3436.0,4370.0,523.0,162.0,193.0,2357.0,2167.0,36.0,7111.0,288.0
7.0,143.0,173.0,16.0,1006.0,357.0,843.0,500.0,566.0,203.0,3288.0,416.0,532.0,36.0,450.0,477.0,142.0,4027.0,1910.0,99.0,86.0,129.0,1458.0,1582.0,32.0,6844.0,0.0
2.0,198.0,190.0,8.0,366.0,139.0,412.0,189.0,353.0,117.0,1917.0,346.0,255.0,45.0,299.0,179.0,100.0,1696.0,2209.0,12.0,66.0,15.0,529.0,571.0,110.0,3190.0,432.0
2.0,117.0,88.0,27.0,350.0,0.0,1131.0,716.0,3243.0,176.0,845.0,297.0,995.0,450.0,120.0,114.0,189.0,1685.0,1370.0,153.0,135.0,120.0,305.0,843.0,7.0,1942.0,234.0
42.0,154.0,162.0,18.0,844.0,85.0,482.0,817.0,3889.0,483.0,2895.0,378.0,1085.0,671.0,264.0,504.0,227.0,1919.0,4409.0,183.0,166.0,26.0,1426.0,1960.0,33.0,8349.0,338.0
5.0,374.0,216.0,27.0,662.0,525.0,739.0,874.0,2457.0,449.0,3925.0,390.0,1121.0,538.0,96.0,660.0,264.0,1901.0,4135.0,181.0,164.0,273.0,1269.0,1626.0,56.0,6698.0,354.0
32.0,301.0,177.0,25.0,1086.0,284.0,546.0,719.0,2273.0,764.0,4672.0,285.0,965.0,426.0,907.0,527.0,257.0,2339.0,3543.0,108.0,166.0,67.0,864.0,2000.0,66.0,6836.0,329.0
37.0,232.0,131.0,25.0,1018.0,862.0,853.0,912.0,2446.0,394.0,2143.0,276.0,1027.0,450.0,353.0,486.0,195.0,2293.0,2450.0,157.0,99.0,201.0,1542.0,1563.0,18.0,7635.0,317.0
4.0,229.0,126.0,17.0,790.0,336.0,571.0,519.0,872.0,184.0,3248.0,279.0,982.0,95.0,384.0,435.0,121.0,1972.0,2281.0,89.0,160.0,73.0,1230.0,1398.0,16.0,6403.0,133.0
1.0,167.0,63.0,10.0,387.0,0.0,680.0,506.0,684.0,41.0,1992.0,64.0,53.0,5.0,278.0,231.0,72.0,1240.0,622.0,1.0,23.0,14.0,403.0,521.0,27.0,3042.0,136.0
1.0,44.0,109.0,10.0,341.0,169.0,996.0,750.0,1908.0,151.0,597.0,272.0,1020.0,495.0,158.0,351.0,194.0,1091.0,333.0,91.0,177.0,67.0,652.0,734.0,32.0,1808.0,250.0
19.0,72.0,151.0,7.0,624.0,240.0,531.0,826.0,4346.0,473.0,2509.0,305.0,1064.0,566.0,152.0,508.0,259.0,1139.0,2599.0,144.0,175.0,174.0,843.0,1504.0,13.0,7360.0,243.0
8.0,126.0,147.0,12.0,805.0,242.0,1185.0,777.0,3088.0,473.0,2892.0,260.0,1024.0,341.0,407.0,1057.0,201.0,1270.0,2110.0,117.0,239.0,102.0,792.0,1297.0,15.0,6454.0,307.0
4.0,97.0,134.0,18.0,830.0,464.0,1021.0,630.0,2528.0,357.0,3991.0,329.0,886.0,382.0,441.0,571.0,196.0,3281.0,2105.0,101.0,136.0,122.0,729.0,1237.0,32.0,6120.0,281.0
20.0,111.0,175.0,24.0,814.0,255.0,1054.0,700.0,1784.0,340.0,1467.0,258.0,827.0,220.0,630.0,541.0,165.0,-19.0,1978.0,52.0,142.0,79.0,800.0,1261.0,26.0,6714.0,202.0
20.0,315.0,96.0,12.0,528.0,412.0,689.0,840.0,308.0,377.0,2582.0,183.0,660.0,85.0,573.0,361.0,88.0,4298.0,2293.0,105.0,44.0,136.0,678.0,1043.0,16.0,6471.0,96.0
0.0,181.0,84.0,15.0,210.0,385.0,663.0,451.0,584.0,237.0,3326.0,98.0,272.0,12.0,356.0,238.0,68.0,1288.0,941.0,131.0,10.0,12.0,458.0,467.0,22.0,2016.0,110.0
2.0,173.0,79.0,32.0,195.0,171.0,1060.0,608.0,1092.0,258.0,590.0,210.0,388.0,112.0,93.0,442.0,141.0,1107.0,334.0,53.0,52.0,0.0,498.0,825.0,12.0,1534.0,136.0
22.0,63.0,67.0,7.0,324.0,242.0,646.0,649.0,691.0,292.0,0.0,117.0,255.0,19.0,276.0,241.0,135.0,1179.0,2098.0,22.0,70.0,12.0,1594.0,1335.0,11.0,3156.0,82.0
1.0,41.0,62.0,11.0,170.0,306.0,803.0,706.0,297.0,110.0,4963.0,58.0,572.0,405.0,243.0,495.0,67.0,1103.0,403.0,116.0,20.0,0.0,459.0,680.0,11.0,2080.0,-56.0
3.0,82.0,214.0,8.0,590.0,68.0,525.0,876.0,3464.0,409.0,2519.0,0.0,817.0,359.0,187.0,264.0,57.0,1548.0,17736.0,151.0,0.0,24.0,296.0,1642.0,11.0,951.0,78.0
4.0,40.0,88.0,26.0,439.0,75.0,578.0,806.0,2739.0,362.0,3111.0,55.0,760.0,79.0,16.0,941.0,101.0,1477.0,250.0,240.0,91.0,5.0,2741.0,297.0,14.0,671.0,449.0
0.0,116.0,79.0,3.0,0.0,266.0,589.0,742.0,316.0,124.0,3121.0,264.0,345.0,83.0,16.0,177.0,104.0,1856.0,674.0,79.0,173.0,2350.0,1160.0,201.0,18.0,778.0,128.0
4.0,63.0,60.0,7.0,640.0,47.0,734.0,626.0,141.0,9.0,1395.0,155.0,87.0,8.0,10.0,579.0,11.0,1821.0,159.0,16.0,22.0,23.0,252.0,217.0,10.0,678.0,87.0
3.0,27.0,59.0,1.0,160.0,18.0,805.0,763.0,1863.0,58.0,800.0,172.0,583.0,422.0,33.0,90.0,33.0,1532.0,0.0,57.0,107.0,0.0,274.0,176.0,16.0,337.0,259.0
0.0,78.0,76.0,6.0,444.0,761.0,876.0,841.0,1477.0,277.0,1629.0,237.0,724.0,335.0,26.0,615.0,59.0,1598.0,554.0,115.0,78.0,-1017.0,1223.0,421.0,17.0,881.0,223.0
2.0,63.0,80.0,7.0,471.0,110.0,638.0,908.0,623.0,348.0,5074.0,33.0,759.0,362.0,16.0,289.0,103.0,1659.0,384.0,133.0,109.0,2.0,606.0,257.0,61.0,986.0,210.0
8.0,103.0,63.0,11.0,458.0,17.0,630.0,587.0,2145.0,206.0,2559.0,137.0,520.0,284.0,78.0,430.0,109.0,1738.0,997.0,219.0,167.0,26.0,567.0,414.0,44.0,22678.0,252.0
1.0,26.0,63.0,16.0,637.0,113.0,738.0,1085.0,1474.0,253.0,2005.0,66.0,618.0,51.0,32.0,336.0,34.0,1858.0,500.0,171.0,114.0,220.0,778.0,364.0,28.0,23586.0,170.0
5.0,142.0,53.0,21.0,270.0,209.0,794.0,557.0,606.0,141.0,2406.0,0.0,618.0,88.0,3144.0,354.0,102.0,2081.0,105200.0,655.0,25.0,9.0,5514.0,314.0,16.0,1448.0,106.0
2.0,42.0,34.0,5.0,293.0,209.0,1091.0,287.0,296.0,5.0,1275.0,337.0,259.0,39.0,168.0,122.0,20.0,1939.0,1732.0,11.0,13.0,2.0,386.0,214.0,21.0,307.0,66.0
0.0,10.0,30.0,8.0,130.0,-12028.0,1096.0,634.0,1525.0,61.0,715.0,6.0,609.0,462.0,39.0,151.0,73.0,1647.0,625.0,63.0,106.0,3.0,311.0,300.0,32.0,471.0,178.0
0.0,29.0,48.0,27.0,0.0,48.0,639.0,765.0,2776.0,312.0,1534.0,236.0,590.0,453.0,25.0,305.0,42.0,1966.0,3103.0,170.0,81.0,8.0,287.0,321.0,21.0,1831.0,342.0
0.0,82.0,53.0,22.0,1057.0,4.0,816.0,926.0,2765.0,296.0,2411.0,12.0,651.0,288.0,297.0,782.0,94.0,1899.0,1528.0,85.0,147.0,6.0,1185.0,15081.0,15.0,1826.0,259.0
2.0,58.0,50.0,9.0,555.0,127.0,977.0,986.0,2210.0,332.0,9574.0,159.0,527.0,376.0,203.0,394.0,113.0,2043.0,2062.0,76.0,34.0,22.0,890.0,1131.0,16.0,1932.0,186.0
3.0,46.0,55.0,24.0,596.0,7.0,1004.0,1076.0,2265.0,348.0,2304.0,56.0,431.0,334.0,225.0,1023.0,104.0,2194.0,2099.0,77.0,81.0,31.0,763.0,1124.0,24.0,2198.0,180.0
1.0,56.0,56.0,10.0,345.0,0.0,787.0,903.0,492.0,182.0,2736.0,0.0,278.0,72.0,165.0,516.0,138.0,2078.0,875.0,111.0,197.0,20.0,730.0,1220.0,31.0,1760.0,104.0
0.0,30.0,32.0,9.0,232.0,5565.0,655.0,581.0,458.0,17.0,1431.0,336.0,95.0,82.0,134.0,205.0,41.0,1970.0,1220.0,5.0,10.0,1.0,417.0,372.0,19.0,383.0,121.0
1.0,25.0,21.0,3.0,150.0,73.0,1413.0,935.0,1426.0,87.0,443.0,121.0,471.0,453.0,38.0,191.0,18.0,1832.0,418.0,71.0,2.0,3.0,289.0,301.0,22.0,400.0,211.0
1.0,41.0,49.0,22.0,539.0,89.0,721.0,1004.0,2443.0,293.0,1548.0,32.0,884.0,452.0,31.0,312.0,166.0,1763.0,2048.0,121.0,198.0,8.0,875.0,1229.0,14.0,1791.0,299.0
-17.0,77.0,47.0,11.0,570.0,0.0,601.0,791.0,1840.0,254.0,3225.0,104.0,872.0,297.0,234.0,623.0,52.0,1767.0,862.0,119.0,152.0,13.0,1504.0,1190.0,30.0,1460.0,195.0
1.0,93.0,41.0,22.0,555.0,10647.0,950.0,1046.0,1527.0,354.0,2414.0,167.0,430.0,256.0,216.0,549.0,76.0,1807.0,2277.0,97.0,48.0,8.0,1033.0,1121.0,24.0,1550.0,238.0
1.0,39.0,51.0,22.0,571.0,293.0,937.0,1004.0,821.0,326.0,2856.0,187.0,456.0,250.0,163.0,469.0,162.0,1792.0,2745.0,219.0,0.0,14.0,1916.0,960.0,30.0,1616.0,162.0
1.0,21.0,27.0,21.0,442.0,98.0,593.0,671.0,0.0,136.0,2539.0,130.0,179.0,43.0,174.0,441.0,134.0,1745.0,1163.0,59.0,0.0,2.0,1502.0,944.0,8.0,1313.0,0.0
0.0,100.0,24.0,15.0,327.0,75.0,1264.0,638.0,1457.0,4.0,1315.0,244.0,60.0,5.0,160.0,201.0,56.0,1591.0,169.0,6.0,0.0,2.0,474.0,362.0,9.0,477.0,118.0
4.0,88.0,25.0,3.0,230.0,2.0,990.0,915.0,2372.0,62.0,1668.0,63.0,503.0,395.0,37.0,94.0,21.0,1510.0,1298.0,69.0,0.0,0.0,389.0,437.0,17.0,205.0,121.0
